TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
17.239448,0.0,0.0,2.7561639081099574,0.0,0.0,0.0,,0.0,359.70998804080443,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.07967519760131836,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.036694999999998146,1.8052279179315858,0.0,,,0.0,9.35039370078741,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10883565181928889,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.010837999999999681,,1.0,,0.0,4.209876332554118,,9.35039370078741,,0.0,0.0,0.0,0.7679764408140405,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.256644,0.0,0.0,3.078483508654968,0.0,0.0,0.0,,0.0,359.9038435438669,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05136537551879883,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.017196000000001987,1.805155834296082,0.0,,,0.0,9.468503937007883,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10671550289376999,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.012306999999999846,,1.0,,0.0,9.45551114447578,,9.468503937007883,,0.0,0.0,0.0,0.7661002357423911,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.271376,0.0,0.0,3.2799563657712167,0.0,0.0,0.0,,0.0,359.8099610072172,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05136537551879883,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.014731999999998635,1.8087221297416403,0.0,,,0.0,9.35039370078741,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10615834042734755,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.021798000000000428,,1.0,,0.0,9.45551114447578,,9.35039370078741,,0.0,0.0,0.0,0.7645859755505333,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.316067,0.0,0.0,359.94705172911034,0.0,0.0,0.0,,0.0,2.595348330667895,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05136537551879883,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.04469100000000026,1.805636445449412,0.0,,,0.0,9.232283464566938,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10349569440781152,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.01641400000000104,,1.0,,0.0,9.45551114447578,,9.232283464566938,,0.0,0.0,0.0,0.7663174101248675,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.338826,0.0,0.0,2.286799445235174,0.0,0.0,0.0,,0.0,0.8069180934332247,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05136537551879883,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.02275900000000064,1.806495556931517,0.0,,,0.0,9.251968503937018,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10562329032966743,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.014478000000000435,,1.0,,0.0,9.45551114447578,,9.251968503937018,,0.0,0.0,0.0,0.7648919152921889,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.359467,0.0,0.0,0.4852823709763132,0.0,0.0,0.0,,0.0,1.8875280540920325,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05136537551879883,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.02064099999999769,1.8016467476241536,0.0,,,0.0,9.271653543307096,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10542332710622421,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.014202000000000936,,1.0,,0.0,9.45551114447578,,9.271653543307096,,0.0,0.0,0.0,0.7709525911285735,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.379685,0.0,0.0,0.3785782104863496,0.0,0.0,0.0,,0.0,1.5685799640692788,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05136537551879883,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.020217999999999847,1.8025938869989642,0.0,,,0.0,9.35039370078741,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10462196463980175,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.024111000000001326,,1.0,,0.0,9.45551114447578,,9.35039370078741,,0.0,0.0,0.0,0.7686750491139307,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.406941,0.0,0.0,0.7431702688638478,0.0,0.0,0.0,,0.0,1.327171233043337,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04864764213562012,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.02725600000000128,1.8007826737121302,0.0,,,0.0,9.311023622047253,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10487601324786035,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.018159000000000702,,1.0,,0.0,7.464303319897137,,9.311023622047253,,0.0,0.0,0.0,0.7703442799469093,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.42877,0.0,0.0,3.8896015726285027,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04864764213562012,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.02182900000000032,1.8047892204891893,0.0,,,0.0,9.212598425196859,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10542552992673704,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.015011000000001218,,1.0,,0.0,7.464303319897137,,9.212598425196859,,0.0,0.0,0.0,0.7704772734766789,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.44774,0.0,0.0,3.6549883935887055,0.0,0.0,0.0,-1.0,0.0,0.08696455681347853,0.0,0.0,9.1875,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,102.02445178571428,0.0,-1.0,0.0,3.0,0.0,0.0,0.04864764213562012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.018969999999999487,1.8070650001039053,0.0,0.0,,0.0,9.212598425196859,0.0,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10548403207569917,-0.0,12.5,-0.0,0.0,0.0,,1.0,0.211181640625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.05519699999999972,12.353749755859374,1.0,,0.0,7.464303319897137,,9.212598425196859,0.0,0.0,0.0,0.0,0.7724484446742954,0.0,-1.0,0.0,0.281005859375,249.0,0.0,0.0,0.0,0.0,0.0,0.508056640625,1.0,0.484464555978775,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
17.506153,0.0,0.0,0.9082443041697501,0.0,0.0,0.0,,0.0,1.4425976620688716,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048978567123413086,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0584130000000016,1.7962113882281805,0.0,,,0.0,9.251968503937016,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10682645189254898,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.016997999999997404,,1.0,,0.0,7.023728904384405,,9.251968503937016,,0.0,0.0,0.0,0.7790260334202322,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.526909,0.0,0.0,3.64388721092387,0.0,0.0,0.0,,0.0,0.30345402803041,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048978567123413086,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.020755999999998664,1.7990840239261585,0.0,,,0.0,9.291338582677174,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10770116866910574,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.01617299999999844,,1.0,,0.0,7.023728904384405,,9.291338582677174,,0.0,0.0,0.0,0.7747239769301849,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.547130000000003,0.0,0.0,0.3534191766259994,0.0,0.0,0.0,,0.0,2.1715095718795054,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048978567123413086,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.02022099999999938,1.7979577336103216,0.0,,,0.0,9.370078740157489,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10468417888888597,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.016701000000001187,,1.0,,0.0,7.023728904384405,,9.370078740157489,,0.0,0.0,0.0,0.7776625553254508,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.567455,0.0,0.0,1.4397482284513328,0.0,0.0,0.0,,0.0,0.5141485844429347,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048978567123413086,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.020324999999999704,1.7944069507659723,0.0,,,0.0,9.409448818897646,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10542893619047328,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.011288000000000409,,1.0,,0.0,7.023728904384405,,9.409448818897646,,0.0,0.0,0.0,0.7834711416504689,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.580621,0.0,0.0,0.10263003881473999,0.0,0.0,0.0,,0.0,1.7963189797011403,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048978567123413086,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.013166000000001787,1.7949338613092596,0.0,,,0.0,9.370078740157489,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10464505457875169,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.010431000000000523,,1.0,,0.0,7.023728904384405,,9.370078740157489,,0.0,0.0,0.0,0.7778777190681004,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.596359,0.0,0.0,0.588793180024255,0.0,0.0,0.0,,0.0,1.962993392667043,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048978567123413086,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.01573799999999892,1.7922459274393987,0.0,,,0.0,9.291338582677174,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10469086555555265,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.022397000000001555,,1.0,,0.0,7.023728904384405,,9.291338582677174,,0.0,0.0,0.0,0.7762569766420965,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.623428,0.0,0.0,3.07955391140701,0.0,0.0,0.0,,0.0,0.7475528298780755,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048978567123413086,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.027069000000000898,1.7933057785551716,0.0,,,0.0,9.232283464566937,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10269848865689575,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.013297999999998922,,1.0,,0.0,7.023728904384405,,9.232283464566937,,0.0,0.0,0.0,0.7767906640641263,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.640017,0.0,0.0,0.10543814876005127,0.0,0.0,0.0,,0.0,2.214751374818466,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048978567123413086,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.016588999999999743,1.7927589602823473,0.0,,,0.0,9.212598425196857,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10197751241757953,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.02148599999999945,,1.0,,0.0,7.023728904384405,,9.212598425196857,,0.0,0.0,0.0,0.7793021879371581,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.664746,0.0,0.0,2.3333419871723438,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048978567123413086,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.024729000000000667,1.7923836976581795,0.0,,,0.0,9.232283464566937,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10487168263735973,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.01556099999999816,,1.0,,0.0,7.023728904384405,,9.232283464566937,,0.0,0.0,0.0,0.7818501468903164,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.684317999999998,0.0,0.0,2.8359707568444366,0.0,0.0,0.0,-1.0,0.0,0.8286665057919974,0.0,0.0,9.21875,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,102.55289464285713,0.0,-1.0,0.0,3.0,0.0,0.0,0.050063371658325195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.019572000000000145,1.7941116404258928,0.0,0.0,,0.0,9.251968503937016,0.0,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10364287747252453,-0.0,12.450000000000001,-0.0,0.0,0.0,,1.0,0.211181640625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.029582999999998805,12.347467285156249,1.0,,0.0,6.6151623546630836,,9.251968503937016,0.0,0.0,0.0,0.0,0.7793615015357194,0.0,-1.0,0.0,0.281005859375,330.0,0.0,0.0,0.0,0.0,0.0,0.508056640625,1.0,0.48959580063819885,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
17.716341,0.0,0.0,2.85570490528647,0.0,0.0,0.0,,0.0,0.5269962384540904,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.050063371658325195,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0320229999999988,1.795280056395549,0.0,,,0.0,9.251968503937016,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.1038184885470056,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.008821999999998553,,1.0,,0.0,6.6151623546630836,,9.251968503937016,,0.0,0.0,0.0,0.7797868528182454,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.72678,0.0,0.0,2.4830825190963925,0.0,0.0,0.0,,0.0,359.9503538053275,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.050063371658325195,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.010439000000001641,1.7913004261493362,0.0,,,0.0,9.311023622047252,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10324651391941096,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.010099999999997777,,1.0,,0.0,6.6151623546630836,,9.311023622047252,,0.0,0.0,0.0,0.7840931531929417,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.738699,0.0,0.0,359.6804339847783,0.0,0.0,0.0,,0.0,2.130919726297833,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.050063371658325195,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.011918999999998903,1.7923087607751618,0.0,,,0.0,9.33070866141733,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10402595230768934,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.007516999999999996,,1.0,,0.0,6.6151623546630836,,9.33070866141733,,0.0,0.0,0.0,0.7803370696112004,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.748025,0.0,0.0,2.3949902579911075,0.0,0.0,0.0,,0.0,0.7094382362711585,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.050063371658325195,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.009325999999997947,1.7924977143238112,0.0,,,0.0,9.370078740157487,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.1043168577777748,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.011657000000003137,,1.0,,0.0,6.6151623546630836,,9.370078740157487,,0.0,0.0,0.0,0.7774350723202689,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.761308,0.0,0.0,2.274237835699892,0.0,0.0,0.0,,0.0,0.9808340873368059,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.050063371658325195,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.013283000000001266,1.7934713276453034,0.0,,,0.0,9.409448818897644,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10317366885225587,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.007494000000001222,,1.0,,0.0,6.6151623546630836,,9.409448818897644,,0.0,0.0,0.0,0.7792008504831212,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.770658,0.0,0.0,359.62747155378946,0.0,0.0,0.0,,0.0,1.9162038534284656,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.050063371658325195,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.009350000000001302,1.7899830888707355,0.0,,,0.0,9.33070866141733,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10286328153845857,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.009422000000000708,,1.0,,0.0,6.6151623546630836,,9.33070866141733,,0.0,0.0,0.0,0.782939576751932,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.781909,0.0,0.0,359.62544792212793,0.0,0.0,0.0,,0.0,2.194325303502363,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.050063371658325195,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.011250999999997902,1.7907733861986477,0.0,,,0.0,9.251968503937015,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10450458615384317,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.007658000000002829,,1.0,,0.0,6.6151623546630836,,9.251968503937015,,0.0,0.0,0.0,0.7854050253549918,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.79119,0.0,0.0,3.2298587496451048,0.0,0.0,0.0,,0.0,359.9050543331906,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.050063371658325195,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.009281000000001427,1.7926237797447118,0.0,,,0.0,9.232283464566937,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.1054152523809494,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.008040000000001157,,1.0,,0.0,6.6151623546630836,,9.232283464566937,,0.0,0.0,0.0,0.7863068348599304,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
17.800877,0.0,0.0,359.78395200636726,0.0,0.0,0.0,,0.0,2.2150375587933295,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.050063371658325195,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.009686999999999557,1.7921650618243037,0.0,,,0.0,9.232283464566937,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.10512005076922779,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.0385629999999999,,1.0,,0.0,6.6151623546630836,,9.232283464566937,,0.0,0.0,0.0,0.7860262056626395,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
